date,prod_ind,desas_prod
2002-01-01,4.282105327443347,NA
2002-02-01,4.24440703958313,NA
2002-03-01,4.348984067413706,NA
2002-04-01,4.376972760337869,NA
2002-05-01,4.38760119291161,NA
2002-06-01,4.350246581029018,NA
2002-07-01,4.422024089354573,NA
2002-08-01,4.425920426390535,NA
2002-09-01,4.408063221774559,NA
2002-10-01,4.490640764085346,NA
2002-11-01,4.429509873760083,NA
2002-12-01,4.312310868032607,NA
2003-01-01,4.303800598769141,0.021695271325794074
2003-02-01,4.273631797894186,0.029224758311055865
2003-03-01,4.349166867738192,1.82800324485477e-4
2003-04-01,4.3376274161771295,-0.03934534416073987
2003-05-01,4.378034677404342,-0.009566515507268392
2003-06-01,4.334588268913138,-0.01565831211587998
2003-07-01,4.398701212957221,-0.02332287639735231
2003-08-01,4.402289695170111,-0.023630731220423584
2003-09-01,4.450291758083093,0.04222853630853418
2003-10-01,4.499741001305935,0.009100237220589058
2003-11-01,4.43784596484135,0.008336091081266872
2003-12-01,4.355059775443983,0.042748907411375825
2004-01-01,4.341083799519358,0.03728320075021685
2004-02-01,4.304521880752742,0.03089008285855588
2004-03-01,4.465066960382435,0.11590009264424328
2004-04-01,4.409142284945782,0.0715148687686522
2004-05-01,4.458220830933695,0.0801861535293531
2004-06-01,4.455827479311633,0.12123921039849517
2004-07-01,4.5008093926635455,0.1021081797063248
2004-08-01,4.52335821408925,0.12106851891913895
2004-09-01,4.5232299291062645,0.07293817102317135
2004-10-01,4.537808376453239,0.03806737514730418
2004-11-01,4.5195589192955286,0.08171295445417837
2004-12-01,4.439444945293292,0.084385169849309
2005-01-01,4.394963590229009,0.053879790709651765
2005-02-01,4.335835957658214,0.03131407690547228
2005-03-01,4.477825445078828,0.012758484696393069
2005-04-01,4.46571373194662,0.05657144700083805
2005-05-01,4.511973940249887,0.05375310931619204
2005-06-01,4.515153351678269,0.05932587236663611
2005-07-01,4.505429184575441,0.004619791911895099
2005-08-01,4.560083171687596,0.03672495759834593
2005-09-01,4.521983449364545,-0.0012464797417193196
2005-10-01,4.540374565136554,0.0025661886833150405
2005-11-01,4.526230220071306,0.006671300775777489
2005-12-01,4.461543319406221,0.022098374112929697
2006-01-01,4.426666890348339,0.03170330011932965
2006-02-01,4.384620642325022,0.04878468466680719
2006-03-01,4.526116156078253,0.04829071099942439
2006-04-01,4.4504644187950095,-0.015249313151610266
2006-05-01,4.5575758315531205,0.045601891303233444
2006-06-01,4.51196768347068,-0.003185668207589032
2006-07-01,4.540706648705827,0.03527746413038635
2006-08-01,4.590757013454849,0.03067384176725252
2006-09-01,4.535205878524248,0.013222429159703175
2006-10-01,4.579475999489986,0.03910143435343194
2006-11-01,4.562796258676204,0.0365660386048976
2006-12-01,4.465549548628909,0.004006229222687452
2007-01-01,4.465945244402196,0.03927835405385682
2007-02-01,4.4137099988229815,0.02908935649795996
2007-03-01,4.568963876950153,0.04284772087190003
2007-04-01,4.50659636630009,0.056131947505080326
2007-05-01,4.604069680654175,0.04649384910105425
2007-06-01,4.573342826515288,0.06137514304460723
2007-07-01,4.603540558866817,0.0628339101609896
2007-08-01,4.653298416842283,0.06254140338743408
