"","best_model_60","second_model_60","third_model_60","best_model_90","second_model_90","third_model_90","best_model_120","second_model_120","third_model_120"
"1","0.0342082908220693","0.0344693403235732","0.0354731738643668","0.0331048248010604","0.0332890417027378","0.0338410070419286","0.0338981645457565","0.0340914786101283","0.0340914786101283"
"2","0.0325151827413769","0.0336548076444826","0.0337591399880822","0.0304698941677893","0.0311061043040771","0.0311685241568793","0.0317035983345686","0.0318111342714738","0.0318229582915449"
"3","0.0314692222873859","0.0321115605006514","0.0336612615270819","0.032587987493907","0.0333657361824091","0.0334446522529432","0.0312907683000563","0.0318011244983592","0.0321010652247948"
"4","0.0360032358289005","0.0383289868103541","0.0383894824110777","0.0339967366937409","0.0352807313600601","0.0364014963591756","0.0341942236514296","0.0344672375451419","0.0348550074883478"
"5","0.0595009821268896","0.0610677953007566","0.0614884406875397","0.0566771233855082","0.0574726717951542","0.0581860048910569","0.0563336903762959","0.0579255648349526","0.0583575307607096"
"6","0.0659628999790238","0.068274330087234","0.0684408393866966","0.0646838069334404","0.0647360001288559","0.065702658610436","0.0650899409349882","0.0653650016633567","0.0654893752743891"
"7","0.0687534748041015","0.0702899986335083","0.0703119038300174","0.0667380928043762","0.067028443656458","0.0672143636898729","0.06670115346412","0.0668379853638704","0.0677042943385619"
"8","0.0681227429615562","0.0709039915559629","0.0711642494218149","0.0656529249463418","0.0659466751891684","0.0663344663301283","0.0659587984830762","0.0660929419421369","0.0664721545891529"
"9","0.067334864723915","0.0699640885510204","0.0700500857820702","0.0648677654432049","0.0650668395115502","0.0658628281033002","0.065871877142811","0.0658978135314784","0.066332338284547"
"10","0.0710718883751997","0.072846439967237","0.0746248673964707","0.0653361462491687","0.066161532837516","0.0667831091254329","0.0670918845491956","0.0681924128921965","0.068294799402257"
"11","0.0728414834012537","0.0738333626609947","0.0740479729495786","0.064840704648566","0.0650779433966503","0.0655203821399515","0.0670840971674875","0.0679133096953799","0.0679542700386178"
"12","0.0731623629066374","0.0740159386566417","0.0766638997632157","0.0644886415805673","0.0650383930213572","0.0656014283666432","0.0658427649670508","0.0665094389887777","0.0678956332484665"
