"","best_model_60","second_model_60","third_model_60","best_model_90","second_model_90","third_model_90","best_model_120","second_model_120","third_model_120"
"1","0.0312377974213265","0.0312377974213265","0.0316478023294099","0.030713996028642","0.030713996028642","0.0315195048696584","0.0293222652956033","0.0293222652956033","0.0311531445810873"
"2","0.0216324355159778","0.0221990611536011","0.0229784265277312","0.0283059648817279","0.033587097484913","0.035200671194246","0.0309991857130382","0.0338128931130441","0.0359500100017072"
"3","0.0322774119199526","0.0335709831987099","0.0359344490496361","0.0335709831987099","0.0359619861011802","0.0360322704064634","0.0335709831987099","0.0336781938019386","0.0346204766397212"
"4","0.04588169638517","0.048070201941669","0.049026899581472","0.04588169638517","0.046187814452682","0.05229353395589","0.0446731239962732","0.04588169638517","0.0529098379274087"
"5","0.0479027205551051","0.0483298374625132","0.0518433652773604","0.0459885826728039","0.0479027205551051","0.0514822814193276","0.0471092328535569","0.0479027205551051","0.0528412722191401"
"6","0.0485355897542905","0.0491420940433637","0.0506873803928074","0.0486987414331346","0.0489312241954828","0.0491420940433637","0.0491420940433637","0.0493175738545994","0.0513881546843933"
"7","0.0577425312780649","0.0577428746731012","0.062542746149189","0.0577425312780649","0.0582553055063238","0.0636089252986138","0.0577425312780649","0.0594326272071859","0.0654738734013782"
"8","0.0551271225617759","0.0559355055028687","0.0609936175515546","0.0559355055028687","0.0562532913996032","0.0596249896216392","0.0559355055028687","0.0569096510598149","0.0619474894465896"
"9","0.0603911716019163","0.0620532563595051","0.0638767836638236","0.0620532563595051","0.0621855359700617","0.0647712172947996","0.0620532563595051","0.0624622568671269","0.067445109111201"
"10","0.0611276347193514","0.0625791639895585","0.0674947278753005","0.0625791639895585","0.0649133912050512","0.0650319364759733","0.0625791639895585","0.0646157138961116","0.066822399664459"
"11","0.0577591402277738","0.0590516574759805","0.0598000472134104","0.0598000472134104","0.0618350444881993","0.0624641591029459","0.0598000472134104","0.0631955558361599","0.0634969043497047"
"12","0.0619017450405817","0.0645163073296066","0.0656742510744098","0.0656578108485261","0.0656742510744098","0.0657987649448106","0.0656742510744098","0.0664816675498348","0.0678051040719038"
