"","best_model_60","second_model_60","third_model_60","best_model_90","second_model_90","third_model_90","best_model_120","second_model_120","third_model_120"
"1","0.108386566399475","0.108386566399475","0.117391770775471","0.108385230248678","0.108385230248678","0.117391770775471","0.108106792877972","0.108106792877972","0.111137588854632"
"2","0.0945079601821407","0.106921848955752","0.12599816123488","0.0919775327261915","0.103662313804596","0.127021700994902","0.092575201203182","0.102779806368983","0.122001617671131"
"3","0.0663451659404747","0.10019449893403","0.134455940503463","0.0622830024608039","0.102734380783725","0.134455940503463","0.0617933987420146","0.0999930349883677","0.134455940503463"
"4","0.0748042794865953","0.106468511595487","0.134428108139547","0.0720483469441907","0.104841788385051","0.140670015279129","0.069827352705219","0.0982264517504303","0.12612831445646"
"5","0.128393306860043","0.13320592991352","0.146168098636503","0.129381115648074","0.154111341769153","0.15568964904602","0.12654262787735","0.139201552774901","0.141776896030315"
"6","0.125080488988379","0.144545694266036","0.149403354316687","0.151670069304156","0.152029276107162","0.161057195238688","0.133574885459628","0.142006380245696","0.142470908638905"
"7","0.123917019900255","0.147461712834577","0.155965235674764","0.158199129888481","0.164728246024541","0.164899374109286","0.130280240895452","0.147318879424414","0.150740984990884"
"8","0.1424549369229","0.152430719073436","0.15683305350956","0.144480464121447","0.158015472229553","0.160590607082953","0.126053526826607","0.149714733138942","0.153714868307613"
"9","0.129900271443488","0.130420792023395","0.148066929474228","0.126601751637064","0.149734479590122","0.156584484528436","0.137254663322728","0.148942722659734","0.152137475914536"
"10","0.118874950161466","0.132562655444355","0.138622415749288","0.140686220212347","0.153302135710123","0.159104193086319","0.149107275810867","0.154404321219809","0.156742773512699"
"11","0.143947313089841","0.146182372752743","0.146447271645159","0.15394114541837","0.164723339548438","0.169534785850988","0.150450761781283","0.161222156647621","0.166327799671414"
"12","0.136039987238912","0.140609425379492","0.150127419105531","0.152926247528864","0.154064104578403","0.163329046233243","0.14966455766699","0.151768401565303","0.163913300247556"
